file_name,clause,pages,class_id,label,start_at,end_at
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.pdf,"""ETI""",1,1,Parties,292,297
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.pdf","EDGE Communications Solutions, LLC",1,1,Parties,231,265
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.pdf","""EDGE""",1,1,Parties,384,390
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.pdf","FTE Networks, Inc.",1,1,Parties,397,415
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.pdf","""FTE""",1,1,Parties,539,544
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.pdf","""FTE"" or ""Subcontractor""",1,1,Parties,539,563
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Giggles N' Hugs, Inc.",1,1,Parties,165,186
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Company""",1,1,Parties,215,223
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Kiddo, Inc.",1,1,Parties,230,241
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""Consultant""",1,1,Parties,273,285
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,GOLD RESOURCE CORPORATION,1,1,Parties,116,141
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""GRC""",1,1,Parties,289,294
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""the Company""",1,1,Parties,298,311
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,HOCHSCHILD MINING HOLDINGS LIMITED,1,1,Parties,318,352
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""HOC""",1,1,Parties,507,512
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.pdf,"IMedicor, Inc",1,1,Parties,127,140
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.pdf,"""IMedicor""",1,1,Parties,235,245
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.pdf,USA Managed Care Organization,1,1,Parties,251,280
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.pdf,USA MCO,1,1,Parties,282,289
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.pdf","Bravatek Solutions, Inc.",1,1,Parties,115,139
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.pdf","""Bravatek""",1,1,Parties,207,217
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.pdf",Fazync LLC,1,1,Parties,304,314
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.pdf","""Fazync""",1,1,Parties,462,470
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.pdf,IntriCon Corporation,2,1,Parties,329,349
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.pdf,IntriCon,2,1,Parties,329,337
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.pdf,Dynamic Hearing Pty Ltd,2,1,Parties,131,154
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.pdf,Dynamic Hearing,2,1,Parties,131,146
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","Lion Biotechnologies, Inc.",1,1,Parties,317,343
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","""LBIO""",1,1,Parties,431,437
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf",The University of Texas M. D. Anderson Cancer Center,1,1,Parties,444,496
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","""MD Anderson""",1,1,Parties,574,587
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","MD Anderson and LBIO are hereinafter individually referred to as a ""Party"" and are collectively known as the ""Parties"".",1,1,Parties,712,831
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.pdf,Lightbridge Corporation,1,1,Parties,233,256
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.pdf,"""Lightbridge""",1,1,Parties,280,293
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.pdf,Lloyds Register FNMA,1,1,Parties,300,320
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.pdf,"""Lloyds""",1,1,Parties,362,370
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.pdf,UTEK Corporation,1,1,Parties,141,157
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.pdf,"""UTEK""",1,1,Parties,159,165
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.pdf,Manakoa Services Corporation,1,1,Parties,236,264
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.pdf,"""MKOS""",1,1,Parties,266,272
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.pdf,UTEK Corporation,1,1,Parties,147,163
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.pdf,"""UTK""",1,1,Parties,165,170
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.pdf,World Energy Solutions,1,1,Parties,253,275
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.pdf,"""AVDU""",1,1,Parties,278,284
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,PHL VARIABLE INSURANCE COMPANY,1,1,Parties,196,226
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""PHLVIC""",1,1,Parties,228,236
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,PHOENIX LIFE INSURANCE COMPANY,1,1,Parties,239,269
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""PLIC""",1,1,Parties,272,278
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"together with PHLVIC, ""PHL Variable""",1,1,Parties,284,320
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,PHOENIX EQUITY PLANNING CORPORATION,1,1,Parties,323,358
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""PEPCO""",1,1,Parties,360,367
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"together with PHLVIC and PLIC, the ""PHL Parties""",1,1,Parties,373,421
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,INVESTORS CAPITAL CORPORATION,1,1,Parties,428,457
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""ICC""",1,1,Parties,459,464
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf","Allscripts Healthcare, LLC",1,1,Parties,373,399
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf","""Allscripts""",1,1,Parties,445,457
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf","Phreesia, Inc.",1,1,Parties,502,516
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf","the ""Company"" or ""Phreesia""",1,1,Parties,542,569
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf","""Company""",1,1,Parties,546,555
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.pdf","""Phreesia""",1,1,Parties,559,569
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf,Yaskawa Electric Corporation,1,1,Parties,155,183
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf,"""YEC""",1,1,Parties,421,426
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf,Argo Medical Technologies Ltd.,1,1,Parties,432,462
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf,"""ARGO""",1,1,Parties,687,693
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,KALLO Inc,2,1,Parties,13,22
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""KALLO""",2,1,Parties,245,252
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,Petro data Management Services Limited.,2,1,Parties,258,297
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""PDMS""",2,1,Parties,402,408
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,Gateway Global Fabrication Ltd.,2,1,Parties,414,445
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,"""Gateway""",2,1,Parties,552,561
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf",Farids & Co. LLC,1,1,Parties,454,470
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""Farids""",1,1,Parties,510,518
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Edible Arrangements, LLC",1,1,Parties,521,545
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""EA""",1,1,Parties,585,589
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Rocky Mountain Chocolate Factory, Inc.",1,1,Parties,596,634
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""Company""",1,1,Parties,664,673
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","R-Tech Ueno, Ltd.",4,1,Parties,132,149
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""Company""",4,1,Parties,2066,2075
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Sucampo Pharma, LLC.",4,1,Parties,107,127
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""Acquiror""",4,1,Parties,2144,2154
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","Sucampo Pharmaceuticals, Inc.",4,1,Parties,76,105
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""SPI,"" and, together with the Company and Acquiror, collectively, the ""Parties""",4,1,Parties,2236,2315
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf",SPI,4,1,Parties,2237,2240
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.pdf",Turnkey Capital Inc.,1,1,Parties,150,170
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.pdf","""TKCI""",1,1,Parties,290,296
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.pdf",Seminole Indian Company,1,1,Parties,305,328
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.pdf","""SIC""",1,1,Parties,534,539
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.pdf,OXBOW CARBON & MINERALS LLC,1,1,Parties,156,183
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.pdf,"""Oxbow""",1,1,Parties,321,328
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.pdf,"GLOBAL ENERGY, INC.",1,1,Parties,334,353
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.pdf,"""Global Energy""",1,1,Parties,467,482
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.pdf,"Oxbow and Global each may be referred to from time to time herein as a ""Party"" and collectively as the ""Parties"".",1,1,Parties,485,598
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf",SHBV (HONG KONG) LTD,2,1,Parties,13,33
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""SHBV""",2,1,Parties,283,289
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf",WASTE2ENERGY GROUP HOLDINGS PLC,2,1,Parties,39,70
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","""W2E""",2,1,Parties,500,505
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.pdf","each a ""Party"" and together the ""Parties",2,1,Parties,508,548
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","PPD Development, LP",1,1,Parties,493,512
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","""PPD""",1,1,Parties,649,654
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","VirtualScopics, Inc.",1,1,Parties,660,680
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf","""VS""",1,1,Parties,759,763
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.pdf","BOSCH INTERNATIONAL, LLC",1,1,Parties,115,139
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.pdf","""CLIENT""",1,1,Parties,248,256
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.pdf","BOSCH TECHNOLOGIES, LLC",1,1,Parties,263,286
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.pdf","""BOSCH""",1,1,Parties,398,405
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.pdf,"Anixa Biosciences, Inc.",1,1,Parties,223,246
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.pdf,"""Anixa""",1,1,Parties,347,354
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.pdf,OntoChem GmbH,1,1,Parties,361,374
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.pdf,"""OntoChem""",1,1,Parties,471,481
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.pdf,"Anixa and OntoChem are referred to herein individually as a ""Party"" and collectively as the ""Parties.""",1,1,Parties,484,586
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.pdf,"BIOCEPT, INC.",1,1,Parties,162,175
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.pdf,"""Biocept""",1,1,Parties,279,288
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.pdf,LIFE TECHNOLOGIES CORPORATION,1,1,Parties,295,324
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.pdf,"""Life Technologies""",1,1,Parties,418,437
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf","Capsugel US, LLC",1,1,Parties,162,178
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf","""CAPSUGEL""",1,1,Parties,272,282
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf","Cardax, Inc.",1,1,Parties,288,300
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf","""CARDAX""",1,1,Parties,400,408
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.pdf","CARDAX and CAPSUGEL are each a ""Party"" and together constitute the ""Parties""",1,1,Parties,411,487
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.pdf,Party A,2,1,Parties,114,121
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.pdf,"Beike Internet Security Technology Co., Ltd.",2,1,Parties,430,474
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.pdf,Party B,2,1,Parties,178,185
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.pdf,"Baidu Online Network Technology (Beijing) Co., Ltd.",2,1,Parties,187,238
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","e.l.f. Beauty, Inc.",1,1,Parties,127,146
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","the ""Company""",1,1,Parties,172,185
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","Marathon Partners Equity Management, LLC",1,1,Parties,192,232
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","""Marathon Partners""",1,1,Parties,234,253
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf",Marathon Partners L.P.,1,1,Parties,256,278
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf",Marathon Focus Fund L.P.,1,1,Parties,280,304
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","Marathon Partners LUX Fund, L.P.",1,1,Parties,306,338
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","Cibelli Research & Management, LLC",1,1,Parties,340,374
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf",Mario Cibelli,1,1,Parties,379,392
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","collectively, the ""Marathon Parties""",1,1,Parties,394,430
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.pdf","each of the Company, on the one hand, and the Marathon Parties, on the other hand, a ""Party"" to this Agreement, and collectively, the ""Parties""",1,1,Parties,433,576
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.pdf,"FibroGen, Inc.",7,1,Parties,6964,6978
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.pdf,"""FG"" or ""FibroGen""",7,1,Parties,7083,7101
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.pdf,Astellas Pharma Inc.,7,1,Parties,7108,7128
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.pdf,"""Astellas""",7,1,Parties,7236,7246
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf",MG Capital Management Ltd.,1,1,Parties,124,150
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","""MG Capital""",1,1,Parties,196,208
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf",Percy Rockdale LLC,1,1,Parties,211,229
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","""Percy Rockdale""",1,1,Parties,269,285
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf",Rio Royal LLC,1,1,Parties,288,301
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties""",1,1,Parties,341,427
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","""MG Capital Parties""",1,1,Parties,407,427
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","HC2 Holdings, Inc.",1,1,Parties,433,451
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","""Company""",1,1,Parties,481,490
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.pdf","Each of the MG Capital Parties and the Company are referred to herein as a ""Party"" and collectively, as the ""Parties.""",1,1,Parties,493,611
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.pdf,HPIL ENERGYTECH Inc.,3,1,Parties,42,62
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.pdf,"""HPIL ET""",3,1,Parties,3626,3635
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.pdf,GINARES GROUP AG,3,1,Parties,67,83
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.pdf,"""GINARES""",3,1,Parties,3713,3722
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.pdf,"HPIL ET and GINARES (hereafter the ""Party"" or collectively the ""Partie",3,1,Parties,5171,5241
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,Party A,1,1,Parties,83,90
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,"Beijing Baidu Netcom Science and Technology Co., Ltd.",1,1,Parties,92,145
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,Party B,1,1,Parties,279,286
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,"China Online Housing (Hong Kong) Co., Ltd.",1,1,Parties,288,330
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,Party C,1,1,Parties,468,475
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,"Beijing Yisheng Leju Information Services Co., Ltd",1,1,Parties,477,527
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.pdf,"In this Agreement, Party A, Party B and Party C individually a ""Party"", collectively the ""Parties"".",1,1,Parties,722,821
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf","Meet Group, Inc.",1,1,Parties,390,406
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf","""Company""",1,1,Parties,436,445
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf","(each, an ""Investor"" and collectively, the ""Investors"" or, with their respective affiliates and associates, the ""Investor Group""),",1,1,Parties,511,641
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf","HARVEST SMALL CAP PARTNERS MASTER, LTD",16,1,Parties,53135,53173
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf","HARVEST SMALL CAP PARTNERS, L.P.",16,1,Parties,53302,53334
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf","HARVEST SMALL CAP PARTNERS GP, LLC",16,1,Parties,53462,53496
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.pdf",HARVEST CAPITAL STRATEGIES LLC,16,1,Parties,53647,53677
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.pdf,Otkritie Investments Cyprus Limited,1,1,Parties,102,137
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.pdf,"""OICL"" and together with its Affiliates, ""Otkritie""",1,1,Parties,314,365
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.pdf,"""OICL""",1,1,Parties,314,320
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.pdf,QIWI plc,1,1,Parties,371,379
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.pdf,"""QIWI"", and, together with its Affiliates, ""QIWI Group""",1,1,Parties,612,667
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.pdf,"""Parties"" shall mean OICL and QIWI, together, and each of them a ""Party"";",3,1,Parties,5714,5787
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.pdf",Party A,1,1,Parties,126,133
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.pdf",People's Government of Fenyi County,1,1,Parties,135,170
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.pdf",Party B,1,1,Parties,171,178
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1.pdf","Xinyu Xinwei New Energy Co., Ltd.",1,1,Parties,180,213
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.pdf","Spok Holdings, Inc.",1,1,Parties,128,147
